Review,Rating,Review_clean,sentiment
Lovely top for different body type than mine,4,lovely different body type,0.5859
My husband loves them!!,5,husband love,0.6369
Simply elegant!,5,simply elegant,0.4767
"Poor quality, bad fit, hugs butt and tight in crotch, thin fabric",1,poor quality bad fit hug butt tight crotch thin fabric,-0.25
Wonderful casual dress,5,wonderful casual dress,0.6705
Fit true to size,5,fit true size,0.6486
Good material and fits well.,5,good material fit,0.6597
Great fall sweater!,5,great fall sweater,0.6249
They shrink alot in the wash.,3,shrink alot wash,0.0
Absolutely gorgeous!!!,4,absolutely gorgeous,0.6478
Very soft and comfortable,5,soft comfortable,0.5106
This size small is way oversized.,3,size small way oversized,0.0
Excellent quality and perfect fit,5,excellent quality perfect fit,0.872
Bought for the color,3,buy color,0.0
"Not bra-friendly, as advertised.",1,brafriendly advertise,0.0
"Beautiful dress, badly designed top!",3,beautiful dress badly design,0.2023
Shrinkage Warning,3,shrinkage warning,-0.34
Great product really enjoying these jeans,5,great product enjoy jean,0.8074
Great details. no liner.,4,great detail liner,0.6249
Hard to get the drawstring to stay,4,hard drawstring stay,-0.1027
The white is a bit greyish,3,white bit greyish,0.0
Such a cute dress - runs super small!,4,cute dress   run super small,0.7845
Even cuter than picture shows,4,cut picture show,-0.2732
Great fit. Comfortable and not to hot,4,great fit comfortable hot,0.872
Waist in an inch too small,4,waist inch small,0.0
Total comfort.,4,total comfort,0.4201
Worth 4.99 only,2,worth 499,0.2263
Cute but Small,3,cute small,0.4588
Love it so much!,4,love,0.6369
Very Disappointing,2,disappointing,-0.4939
Nice but complicated,3,nice complicated,0.4215
Good But …,3,good,0.4404
The most comfortable sweater!,5,comfortable sweater,0.5106
adult sizing,5,adult sizing,0.0
Not bad for the price,4,bad price,-0.5423
Perfect top for work,4,perfect work,0.5719
Still on the fence...,3,fence,0.0
Lots of compliments on this shirt!,5,lot compliment shirt,0.4767
Striking and adorable,5,strike adorable,0.4019
Awesome shirt but doesn't hold up well after washi,3,awesome shirt not hold washi,0.6249
Girl scout smock,3,girl scout smock,0.0
Good shirts for a good price.,5,good shirt good price,0.7003
Great skirt!,5,great skirt,0.6249
Horrible presentation,3,horrible presentation,-0.5423
Gorgeous dress but received it damaged,3,gorgeous dress receive damage,0.2023
It's a beauty!,5,beauty,0.5859
Nice shorts but I returned them,4,nice short return,0.4215
CUIDADO CON LA TALLA,2,cuidado con la talla,0.0
Comfortable but not exciting,3,comfortable exciting,0.7579
Wow thought I’d get ripped!!,5,wow think d rip,0.5859
Birthday Gift,4,birthday gift,0.4404
"Adorable and comfortable, poor fabric quality",1,adorable comfortable poor fabric quality,0.5267
Finally in my hands,5,finally hand,0.4939
Not flattering from most angles,2,flattering angle,0.3182
Good fit but poor material,3,good fit poor material,0.3182
Poor quality materials and sizes are too small,2,poor quality material size small,-0.4767
Wanted to love..,2,want love,0.6705
My new go-to throw-back jeans!,5,new goto throwback jean,0.0
The perfect vest,5,perfect vest,0.5719
"I like it, great quality so far, water proof!",4,like great quality far water proof,0.765
He likes it,4,like,0.3612
Hole in it after a month,2,hole month,0.0
"Really long, I wear med but a little snug fit. Returned.",4,long wear med little snug fit return,0.3008
Best if tied at waist,4,well tie waist,0.2732
Almost as long as pants,2,long pant,0.0
Gorgeous lace!,5,gorgeous lace,0.6124
If your short it’s too bulky,1,short bulky,0.0
Too large and too small at the same time,2,large small time,0.0
Not the boyfriend jean i was looking for,3,boyfriend jean look,0.0
Very vintage feel,4,vintage feel,0.0
Scratchy and SOOO Small,2,scratchy sooo small,0.0
Barely covered my bum,2,barely cover bum,0.0
Cute maxi,4,cute maxi,0.4588
Shirts nice,4,shirt nice,0.4215
Lisette tank,3,lisette tank,0.0
Nice affordable dress!,4,nice affordable dress,0.4215
Good Addition To Wardrobe,4,good addition wardrobe,0.4404
Size not accurate at all,1,size accurate,0.0
Fits snug and short if torso is long.,2,fit snug short torso long,0.3612
My Favorite Shirt Until I Tried it On,4,favorite shirt try,0.4588
Do NOT order these.,1,order,0.0
Wrong color and too big,2,wrong color big,-0.4767
Color dye,2,color dye,0.0
This top runs very large,3,run large,0.0
This gown is stunning!!,4,gown stunning,0.3818
Beautiful sweater/great quality but...,4,beautiful sweatergreat quality,0.5994
Comfortable look with jeans,4,comfortable look jean,0.5106
"Solid, serviceable slacks",4,solid serviceable slack,0.1531
Soft & lovely,5,soft   lovely,0.5859
Perfect summer-weight suit!,4,perfect summerweight suit,0.5719
Not flattering if you want to look slim.,2,flattering want look slim,0.3818
Color is too muted and material is odd,3,color muted material odd,-0.3182
Nice quality but unfortunately too small,3,nice quality unfortunately small,0.1027
Too peasanty,3,peasanty,0.0
Very nice I like it,5,nice like,0.6486
Wanted to love these but didn't,3,want love not,0.6705
Xs fits like 00p,4,xs fit like 00p,0.6124
Well made cute top,5,cute,0.4588
COMFY!!,5,comfy,0.0
product as described,4,product describe,0.0
Durable. Lighter than denim,4,durable light denim,0.0
Hole in it after a month,2,hole month,0.0
Back pleats are never a good idea,3,pleat good idea,0.4404
Ordered tall. Not tall!!,3,order tall tall,0.0
Buy up a size or two.  Read review.  Otherwise great!!,4,buy size   read review   great,0.6249
Prison Chic,2,prison chic,-0.296
smaller fit than expected,1,small fit expect,0.3612
Constantly have to pull the shirt down.,1,constantly pull shirt,0.0
Curious juxtaposition,3,curious juxtaposition,0.3182
"Very pretty, runs large",4,pretty run large,0.4939
DIDN'T FIT RIGHT,3,not fit right,-0.2755
go to the store and try on pants!,2,store try pant,0.0
Perfect Affordable Puffy Jacket for Backpacking,5,perfect affordable puffy jacket backpack,0.5719
Too much fabric for me,4,fabric,0.0
Gaps at the top button - but so pretty,3,gap button   pretty,0.4939
Loose comfy shirt,3,loose comfy shirt,-0.3182
Flattering dress if it would stay on,4,flattering dress stay,0.3182
Happy yellow!,5,happy yellow,0.5719
Cozy / sleek but poor construction,3,cozy   sleek poor construction,-0.4767
Nice basic skirt,4,nice basic skirt,0.4215
Nice design but not that great,3,nice design great,0.7845
Fit is boxy,4,fit boxy,0.3612
"Cute, but big",4,cute big,0.4588
Great classic hacking jacket with modern elements,4,great classic hack jacket modern element,0.6249
Shows too much side boob,1,show boob,0.0
Pretty nice,4,pretty nice,0.7184
Material was horrible,1,material horrible,-0.5423
Great buy for the money!,5,great buy money,0.6249
Fabulous breezy top,5,fabulous breezy,0.5267
Knock-off?,2,knockoff,0.0
over size,3,size,0.0
Freshly fashionable & comfy,5,freshly fashionable   comfy,0.0
Bonita y fresca,5,bonita y fresca,0.0
These looked like someone just sewed on the cheap patches!!!!,1,look like sew cheap patch,0.3612
Worst piece of fabric I’ve ever bought,1,bad piece fabric ve buy,-0.5423
Horrible stitching,2,horrible stitching,-0.5423
It's ok in a pinch,3,ok pinch,0.296
Just average,3,average,0.0
It was ok,3,ok,0.296
Soft like a puppy,5,soft like puppy,0.3612
Not waterproof at all,1,waterproof,0.0
"Soft fabric, short inseam on wide legs",3,soft fabric short inseam wide leg,0.0
Not for broad shouldered women,4,broad shoulder woman,0.0
Transparent!,3,transparent,0.0
Cute but no lining.,4,cute lining,0.4588
"The fit is very weird, doesnt hit where it should and its loose , no support .",1,fit weird not hit loose   support,0.129
Poor quality for the $$$,2,poor quality,-0.4767
La talla fue unos cm. Más grande y largo pero está lindo,3,la talla fue unos cm más grande y largo pero está lindo,0.0
"great price, builds up funk quick",3,great price build funk quick,0.6249
"Can you say ""legs ahoy""",3,leg ahoy,0.0
Ski lodge turtleneck,4,ski lodge turtleneck,0.0
Sizing Dissapointment,2,size dissapointment,0.0
Buen artículo,4,buen artículo,0.0
Suggested size was way too small,3,suggest size way small,0.0
Poor cut.,2,poor cut,-0.6369
Thick and soft,3,thick soft,0.0
Product as shown but did not fit how I had hoped.,3,product show fit hope,0.6597
Waist is to thin and pant is heavy.,4,waist thin pant heavy,0.0
"If you're in between sizes, size up",5,size size,0.0
Wrong mountain,2,wrong mountain,-0.4767
"Buena calidad, cómodo.",4,buena calidad cómodo,0.0
Worth 4.99 only,2,worth 499,0.2263
Not for us chesty girls!,3,chesty girl,0.0
Nice butt coverage,4,nice butt coverage,0.4215
Wanted to love..,2,want love,0.6705
One of my favorite purchases!,5,favorite purchase,0.4588
Exactly as pictured,4,exactly picture,0.0
Great fit good material,5,great fit good material,0.8591
I Was Disappointed !!,4,disappointed,-0.4767
A little scratchy and hot.,3,little scratchy hot,0.0
Coulda been great,3,coulda great,0.6249
Beautiful suit,5,beautiful suit,0.5994
The pajama bottoms ripped,2,pajama bottom rip,0.0
"""Saggy Baggy"" in 4 hrs",2,saggy baggy 4 hrs,0.0
"Pretty colors, nice fit",4,pretty color nice fit,0.8176
Women sweater dress,5,woman sweater dress,0.0
defective stitching in leg holes,2,defective stitch leg hole,-0.4404
Didn’t fit as expected,2,not fit expect,-0.2755
Very pretty. And I am very pleased with this purchase.,5,pretty pleased purchase,0.7269
More lightweight than expected but that may be a plus,4,lightweight expect plus,0.0
Pattern different than expected,3,pattern different expect,0.0
Cute but very short,3,cute short,0.4588
The dress I wanted all summer 😥,3,dress want summer,0.0772
New favorite thing!,5,new favorite thing,0.4588
"Very THIN flannel, poor fit",2,thin flannel poor fit,-0.1531
Great lightweight jacket!,5,great lightweight jacket,0.6249
"Great, DAMAGED",4,great damage,0.2263
A little hippy but beautiful design,4,little hippy beautiful design,0.5606
"Cute, but runs a little small",4,cute run little small,0.4588
pretty good but small pockets,4,pretty good small pocket,0.7269
Dockers - Not just for skinny guys anymore,5,docker   skinny guy anymore,0.0
The circus is in town,2,circus town,0.0
Love it but runs small,4,love run small,0.6369
Ski with me in '73?,4,ski 73,0.0
"Comfortable, but be careful how you was them",4,comfortable careful,0.5994
"Cute, but clumsy",3,cute clumsy,0.4588
Don’t buy it,2,not buy,0.0
Lookin good,5,lookin good,0.4404
Beautiful special occasion dress,5,beautiful special occasion dress,0.765
Good work pants with cargo pockets,4,good work pant cargo pocket,0.4404
Shirt is well made and fits just right,5,shirt fit right,0.3612
Don’t buy it,2,not buy,0.0
Great quality/good for travel,5,great qualitygood travel,0.6249
Light and flattering,5,light flattering,0.3182
The perfect dress for hourglass figure,5,perfect dress hourglass figure,0.5719
Pretty but fabrics tore apart,4,pretty fabric tear apart,0.4939
Too shortwaisted,4,shortwaiste,0.0
Nice material but runs big,3,nice material run big,0.4215
Very cute but runs large!,4,cute run large,0.4588
Sloppy top,2,sloppy,0.0
Best for temp use,4,well temp use,0.2732
Vest was too small,2,vest small,0.0
Way too low—cut,3,way lowcut,0.0
Buttons have not been fixed despite retailer's claim,2,button fix despite retailer claim,0.0
WAY TOO BIG and it took 6 weeks to arrive!,1,way big take 6 week arrive,0.0
"Very THIN flannel, poor fit",2,thin flannel poor fit,-0.1531
At least it's not a swing top! tts?,4,swing tt,0.0
"Fits strange, flimsy material",2,fit strange flimsy material,0.1779
Length a little too short,3,length little short,0.0
Adorable skirt for spring,5,adorable skirt spring,0.4939
Size runs a little small.,4,size run little small,0.0
"Simple, cute dress",5,simple cute dress,0.4588
So cute and comfy!!,5,cute comfy,0.4588
Looks beautiful on!,4,look beautiful,0.5994
THESE ARE SLIM FIT!,2,slim fit,0.3612
"Yeh, what she said.....",4,yeh say,0.0
Gorgeous and unusual,5,gorgeous unusual,0.6124
Very  suit,4,  suit,0.0
perfect pair of jeans!,5,perfect pair jean,0.5719
Not flattering from most angles,2,flattering angle,0.3182
"Pretty, but heavy and thick",3,pretty heavy thick,0.4939
Good fit but blue dye runs for ever,3,good fit blue dye run,0.6597
Color did not match,1,color match,0.0
Short waist,2,short waist,0.0
Two Pairs of Mens Pyjamas,2,pair men pyjama,0.0
Runs kind of small and somewhat see-through.,2,run kind small somewhat seethrough,0.5267
Wicks perspiration,4,wick perspiration,0.0
"Beautiful dress, badly designed top!",3,beautiful dress badly design,0.2023
Cute and quirky,4,cute quirky,0.4588
Okay dress,2,okay dress,0.2263
"Love the style, wish it came in petite",4,love style wish come petite,0.7845
zippered pocket is poorly made,1,zipper pocket poorly,0.0
CUIDADO CON LA TALLA,2,cuidado con la talla,0.0
Size issues,2,size issue,0.0
"Very THIN flannel, poor fit",2,thin flannel poor fit,-0.1531
It's okay enough but could of been made better,3,okay well,0.4588
"Very cute, fits nicely",4,cute fit nicely,0.8126
Runs long and large,3,run long large,0.0
Adorable easy to wear,4,adorable easy wear,0.7269
"Huge, long and baggy",2,huge long baggy,0.3182
Not sweatpants,1,sweatpant,0.0
Did not disappoint.,4,disappoint,-0.4019
"Not form fitting, very wide",3,form fitting wide,0.0
"Pretty dress, poor fit",2,pretty dress poor fit,0.3818
Very nice!! And comfy,5,nice comfy,0.4215
Overpriced and see-through,2,overpriced seethrough,0.0
Stylish jacket,3,stylish jacket,0.0
"Pretty, didn't work for me",4,pretty not work,0.4939
Too much fabric for small built people,3,fabric small build people,0.0
No pockets at all!,3,pocket,0.0
Nice pair of jeans,5,nice pair jean,0.4215
Be careful about sizing,3,careful size,0.1531
A little off,3,little,0.0
So hot!,2,hot,0.0
Frumpy & unforgiving,1,frumpy   unforgiving,0.0
Unfortunately had to return,3,unfortunately return,-0.34
"Pretty but heavy, buttonholes too small",2,pretty heavy buttonhole small,0.4939
Nice Sweater coat!,5,nice sweater coat,0.4215
"Unusual, cool, fun top",5,unusual cool fun,0.6808
"So-so, for the price",3,soso price,0.0
"Short, but still cute",3,short cute,0.4588
