,Review,Rating,Review_clean,sentiment
15571,"Good fit, even better deal. Keep me dry.",5,good fit well deal dry,0.7579
15572,great,5,great,0.6249
15573,Boyfriend,5,boyfriend,0.0
15574,"Good Jacket, fits big!",4,good jacket fit big,0.6597
15575,Just okay. Would expect more from Columbia.,1,okay expect columbia,0.2263
15576,"Nice jacket, as pictured.",5,nice jacket picture,0.4215
15577,Bigger than I was expecting,3,big expect,0.0
15578,exactly what he wanted,5,exactly want,0.0772
15579,Great lightweight waterproof jacket,5,great lightweight waterproof jacket,0.6249
15580,Seems like a a good product but overpriced,4,like good product overprice,0.6597
15581,A Raincoat That Fits,4,raincoat fit,0.3612
15582,Value,5,value,0.34
15583,CUIDADO CON LA TALLA,2,cuidado con la talla,0.0
15584,Not windproof at all.,2,windproof,0.0
15585,not water resistant,3,water resistant,0.0
15586,"DOES NOT BREATHE, IS NOT WATER PROOF, AND SIZE RUNS LARGE",2,breathe water proof size run large,0.0
15587,Rain jacket / wind breaker,5,rain jacket   wind breaker,0.0
15588,waterproof,5,waterproof,0.0
15589,Less than expected,3,expect,0.0
15590,Great lightweight windbreaker A+,5,great lightweight windbreaker,0.6249
15591,Value quality,5,value quality,0.34
15592,"Great jacket, but took a long time getting here",5,great jacket take long time get,0.6249
15593,Excelente producto,5,excelente producto,0.0
15594,The jacket is satisfactory,3,jacket satisfactory,0.3612
15595,Runs big. Nice features.,4,run big nice feature,0.4215
15596,Thinner than expected but ok,5,thin expect ok,0.296
15597,"No, Virginia, it is not waterproof.",2,virginia waterproof,0.0
15598,Algo suelta.,5,algo suelta,0.0
15599,Perfect gift,5,perfect gift,0.765
15600,GOOD.,5,good,0.4404
15601,Very attractive jacket,5,attractive jacket,0.4404
15602,One star,1,star,0.0
15603,Lo volvería a comprar,5,lo volvería comprar,0.0
15604,Chaqueta,5,chaqueta,0.0
15605,Keeps you dry but makes you hot.,3,keep dry make hot,0.0
15606,What was expected,5,expect,0.0
15607,Fit and water resistance,5,fit water resistance,0.3612
15608,Brest jacket  I’ve found in many years,5,brest jacket   ve find year,0.0
15609,Cut too small.,1,cut small,-0.2732
15610,Great windbreaker.,5,great windbreaker,0.6249
15611,Looks great on my husband. He says it’s just perfect.,5,look great husband say perfect,0.8316
15612,Zippered Pockets a must............,5,zipper pocket,0.0
15613,Good fit for me.,5,good fit,0.6597
15614,EXCELLENT PRODUCT,5,excellent product,0.5719
15615,Lit,5,light,0.0
15616,Big fit,5,big fit,0.3612
15617,Sleeves cut very loose. Fabric is beautiful!,4,sleeve cut loose fabric beautiful,0.128
15618,Dark Brown looks Gray,3,dark brown look gray,0.0
15619,Fits a little small,4,fit little small,0.3612
15620,Seriously my favorite jacket. It goes with everything!,5,seriously favorite jacket go,0.3182
15621,EXCELLENT,5,excellent,0.5719
15622,Recommended size was probably right.,5,recommend size probably right,0.3612
15623,Very Nice Quality,4,nice quality,0.4215
15624,Good jacket. Bad color (dark brown).,4,good jacket bad color dark brown,-0.1531
15625,Quality product,5,quality product,0.0
15626,Nice fit jacket,5,nice fit jacket,0.6486
15627,Nice quality jacket but....,4,nice quality jacket,0.4215
15628,Jacket is high quality and fits perfect,5,jacket high quality fit perfect,0.7351
15629,Nice all around jacket.,5,nice jacket,0.4215
15630,Jacket very stylish,5,jacket stylish,0.0
15631,Rather warm,4,warm,0.2263
15632,The zippers in the pockets are not strong enough for normal use,1,zipper pocket strong normal use,0.5106
15633,Casual yet stylish light jacket that pairs up with just about anything,5,casual stylish light jacket pair,0.2023
15634,Color was ugly and when I washed it had to iron it,1,color ugly wash iron,-0.5106
15635,Great quality and price,5,great quality price,0.6249
15636,I like this jacket,5,like jacket,0.3612
15637,Luv it!,5,luv,0.0
15638,My second one. My Son took the first one.,5,second son take,0.0
15639,thanks!,5,thank,0.3612
15640,Excellent quality jacket,4,excellent quality jacket,0.5719
15641,price,4,price,0.0
15642,What's not to like even being in London Fog,5,s like london fog,0.3612
15643,ReALLY gREAT jACKET,4,great jacket,0.6249
15644,"Runs slightly fitted so, order next size larger",5,run slightly fit order size large,0.2975
15645,Great jacket you will love this jacket.,5,great jacket love jacket,0.8519
15646,My grab & go jacket for all occasions.,5,grab   jacket occasion,0.0
15647,Jacket has a nice fit,5,jacket nice fit,0.6486
15648,Good and as descibed,5,good descibe,0.4404
15649,Quality Product,5,quality product,0.0
15650,"Good, but black color faded quickly.",4,good black color fade quickly,0.4404
15651,Pocket,5,pocket,0.0
15652,Excellent value,5,excellent value,0.7269
15653,too long!,2,long,0.0
15654,Abrigada. Calidad inferior a otras.,4,abrigada calidad inferior otra,-0.4019
15655,The perfect jacket style.,5,perfect jacket style,0.5719
15656,Son un poco grandes pero son de muy buena calidad y abrigan bastante,5,son un poco grande pero son de muy buena calidad y abrigan bastante,0.0
15657,Hubby loves it,5,hubby love,0.6369
15658,Love Columbia... and this jacket!,5,love columbia jacket,0.6369
15659,Warm but breathable,5,warm breathable,0.2263
15660,Well made Jacket,5,jacket,0.0
15661,"Un excelente producto, buen material, buen precio, utilitario para clima frio",5,un excelente producto buen material buen precio utilitario para clima frio,0.0
15662,Lovely fit,5,lovely fit,0.743
15663,"Great fit, keeps you warm.",5,great fit keep warm,0.8176
15664,Columbia excellent as always.,5,columbia excellent,0.5719
15665,Recomendable,5,recomendable,0.0
15666,Great product.,5,great product,0.6249
15667,Best Gift,5,good gift,0.7003
15668,Light Weight But Very Warm,5,light weight warm,0.2263
15669,De la misma calidad que se ve en la imagen,5,de la misma calidad que se ve en la imagen,0.0
15670,Husband approved,5,husband approve,0.0
15671,Purchased 2 & on jackets the zipper pull broke off in < 1 year & cannot be repaired. WANT REFUND!,1,purchase 2   jacket zipper pull break   1 year   repair want refund,0.0772
15672,talla S,5,talla s,0.0
15673,Nice fleece !,5,nice fleece,0.4215
15674,Need  nylon. Not fleece,2,need   nylon fleece,0.0
15675,Great Fit! You won't be disappointed.,5,great fit will not disappoint,0.8342
15676,Comfortable and does not wrinkle,5,comfortable wrinkle,0.5106
15677,Size runs large,4,size run large,0.0
15678,Don’t buy this product!!!,1,not buy product,0.0
15679,good value,5,good value,0.6486
15680,Lindo abrigo,5,lindo abrigo,0.0
15681,Es una gran prenda.,5,es una gran prenda,0.0
15682,Color in the picture does NOT match the color of the one in picture !,1,color picture match color picture,0.0
15683,Perfect for cold office,5,perfect cold office,0.5719
15684,Slimming style...,5,slimme style,0.0
15685,Fabulous jacket.,5,fabulous jacket,0.5267
15686,Warm and trim!,5,warm trim,0.2263
15687,VERY GOOOD,5,goood,0.0
15688,Excelente producto y servicio.,5,excelente producto y servicio,0.0
15689,Added this to collection,4,add collection,0.0
15690,This is a nice fitting jacket,5,nice fitting jacket,0.4215
15691,Pathetic color,1,pathetic color,-0.5719
15692,Great jacket and love the color!,5,great jacket love color,0.8519
15693,Very nice fleece.  Not too  heavy.,5,nice fleece     heavy,0.4215
15694,The length was shorter on me than I usually wear but is a nice comfortable one.,3,length short usually wear nice comfortable,0.7269
15695,Jacket has a hole in the pocket,2,jacket hole pocket,0.0
15696,Not a plus size item,1,plus size item,0.0
15697,Muy buen producto,5,muy buen producto,0.0
15698,Just didn’t fit to the length I thought it would for a 2x,3,not fit length think 2x,-0.2755
15699,Quality nice,5,quality nice,0.4215
15700,"Goog and beatiful Jacket , Recommended",5,goog beatiful jacket   recommend,0.3612
15701,Fits and keeps warm,5,fit keep warm,0.5267
15702,Basic fleece and just what I wanted.,5,basic fleece want,0.0772
15703,Very warm and flattering look.,5,warm flattering look,0.4939
15704,"perfect fit, perfect warmth",5,perfect fit perfect warmth,0.9169
15705,WARNING THIS IS NOT COLUMBIA BRAND!!!,1,warn columbia brand,-0.1027
15706,"With Columbia,  it's always the best.  I",5,columbia   good  ,0.4404
15707,"Very comfortable, looks nice.",5,comfortable look nice,0.7269
15708,Warmth and style,5,warmth style,0.4588
15709,Comfort and cozy,5,comfort cozy,0.3612
15710,Very nice fleece jacket,5,nice fleece jacket,0.4215
15711,"Great Quality, Comfy Jacket",5,great quality comfy jacket,0.6249
15712,Fitted warm jacket,5,fit warm jacket,0.5267
15713,Warm and soft.,5,warm soft,0.2263
15714,False sizing,1,false sizing,0.0
15715,True to size and keeps me warm,5,true size keep warm,0.5719
15716,"This was a Christmas gift for my daughter, she's happy with it!",5,christmas gift daughter s happy,0.765
15717,i'm wearing this most waking hours,5,m wear wake hour,0.0
15718,warm and cozy,5,warm cozy,0.2263
15719,Nice jacket-shirt. I'm happy with the purchase.,4,nice jacketshirt m happy purchase,0.7579
15720,Excellent Quality..,5,excellent quality,0.5719
15721,"great lighweight jacket, does well in light rain too",5,great lighweight jacket light rain,0.6249
15722,Looks rugged. Isn't,1,look rugged not,0.0
15723,Todo bien,5,todo bien,0.0
15724,Sleeves too long...will require tailor to fix.,3,sleeve longwill require tailor fix,0.0
15725,Shiny oil skin outside…. Vomit 🤮,1,shiny oil skin outside vomit,0.0
15726,"Durable, Attractive, Multi-Functional Shirt/Jacket",5,durable attractive multifunctional shirtjacket,0.4404
15727,Look like a homeless man,1,look like homeless man,0.3612
15728,Great for style,4,great style,0.6249
15729,Tough.  Not well insulated despite the layers.,5,tough   insulate despite layer,-0.128
15730,Comfortable Jacket,5,comfortable jacket,0.5106
15731,Excelente precio calidad,5,excelente precio calidad,0.0
15732,"Nice,  but snaps don't all work",3,nice   snap not work,0.4215
15733,The fabric is not good for clothing,1,fabric good clothing,0.4404
15734,Warm with Style,5,warm style,0.2263
15735,Accuracy,5,accuracy,0.0
15736,Great look but one of the sleeve clasps broke.,4,great look sleeve clasp break,0.6249
15737,The long sleeve arms portion is a little baggy but I like it.,4,long sleeve arm portion little baggy like,0.3008
15738,Impressive,5,impressive,0.5106
15739,Comfortable shirt/jacket,5,comfortable shirtjacket,0.5106
15740,Upper Peninsula Michigan weather quality,5,upper peninsula michigan weather quality,0.0
15741,Great Riding Jacket,5,great ride jacket,0.6249
15742,Keeps my son warm,5,keep son warm,0.2263
15743,Hole in pocket after only 1 month.,1,hole pocket 1 month,0.0
15744,Not so good.....,3,good,0.4404
15745,Nice looking but doesn’t hold up —,2,nice look not hold,0.4215
15746,Solid jacket,5,solid jacket,0.1531
15747,Horrible lining,4,horrible lining,-0.5423
15748,He loves it and she loves it too,5,love love,0.8555
15749,Victory purchase,5,victory purchase,0.0
15750,Seams ripped,1,seam rip,0.0
15751,"Quality, right hand pocket liner not sewn together.  Small for size.",2,quality right hand pocket liner sew   small size,0.4939
15752,Decent but had holes,3,decent hole,0.0
15753,Comfortable.,5,comfortable,0.5106
15754,Lovelyyyy,5,lovelyyyy,0.0
15755,warm,5,warm,0.2263
15756,Good jacket for the price.,4,good jacket price,0.4404
15757,Important to know,1,important know,0.2023
15758,hoodie,5,hoodie,0.0
15759,Orange is NEON,4,orange neon,0.0
15760,Hoodie,5,hoodie,0.0
15761,Sleeves are a little long but fits as expected.,5,sleeve little long fit expect,0.3008
15762,Great sweater for my son to wear to school,5,great sweater son wear school,0.6249
15763,Always satisfied with a Gildan,4,satisfied gildan,0.4215
15764,Very nice I like it,5,nice like,0.6486
15765,Best hoodie for the price!,5,good hoodie price,0.4404
15766,"Item arrived dirt, was previously worn.",5,item arrive dirt previously wear,-0.34
15767,Good hoodie,5,good hoodie,0.4404
15768,it’s perfect,5,perfect,0.5719
15769,Get this jacket now it is absolutely amazing quality for the price,5,jacket absolutely amazing quality price,0.624
15770,Zipper broke after only a handful of washes.,3,zipper break handful wash,0.0
15771,Perfect material weight,5,perfect material weight,0.5719
15772,It's made with a metal zipper so it doesn't break easily,5,metal zipper not break easily,-0.2584
15773,Very soft and comfy,5,soft comfy,0.0
15774,Mixed sizing,3,mixed sizing,0.0
15775,Been Looking for This,4,look,0.0
15776,it was big.,3,big,0.0
15777,Bueno,5,bueno,0.0
15778,Great Quality!,5,great quality,0.6249
15779,The price was right!,5,price right,0.0
15780,Fleece hoodie,5,fleece hoodie,0.0
15781,Successful purchase,5,successful purchase,0.5859
15782,BEST JACKET!,5,good jacket,0.4404
15783,Would recommend highly as a nice to go jacket,5,recommend highly nice jacket,0.6801
15784,Nice quality jacket.,5,nice quality jacket,0.4215
15785,Zipper is busted less than 2 months old,1,zipper bust 2 month old,0.0
15786,The zipper sticks,2,zipper stick,0.0
15787,8 years strong,5,8 year strong,0.5106
15788,"Great  jact, very good in rain",5,great   jact good rain,0.7906
15789,"Looks like an original product, great fit",5,look like original product great fit,0.886
15790,"Nice , good choice perfect",5,nice   good choice perfect,0.8555
15791,Zipper quality on coat is AWFUL!!!,2,zipper quality coat awful,-0.4588
15792,Nice !,5,nice,0.4215
15793,Awesome Jacket!,5,awesome jacket,0.6249
15794,Nice comfortable jacket,5,nice comfortable jacket,0.7269
15795,I wanted to love this jacket!,2,want love jacket,0.6705
15796,Quality product at right price,5,quality product right price,0.0
15797,Office Favorite,5,office favorite,0.4588
15798,Muy satisfecho,5,muy satisfecho,0.0
15799,No entiendo,5,entiendo,0.0
15800,Awesome Jacket,5,awesome jacket,0.6249
15801,Quality !,5,quality,0.0
15802,Good Light Jacket,5,good light jacket,0.4404
15803,Perfect match!,5,perfect match,0.5719
15804,Colombian men’s jacket,5,colombian men jacket,0.0
15805,Great price,5,great price,0.6249
15806,Nice looking and fitting jacket,5,nice look fitting jacket,0.4215
15807,Great Jacket for the Price,5,great jacket price,0.6249
15808,Columbia Expectations,5,columbia expectation,0.0
15809,Stylish looking Jacket That Fits,5,stylish look jacket fit,0.3612
15810,Great Light weight jacket warm and comfortable,5,great light weight jacket warm comfortable,0.8519
