,Review,Rating,Review_clean,sentiment
5976,Clown jacket.,1,clown jacket,0.0
5977,Fun skirt!,4,fun skirt,0.5106
5978,"Los de colores quedaron super bien, el blanco llego mas pequeño y no me quedo.",3,los de color quedaron super bien el blanco llego mas pequeño y quedo,0.5994
5979,Itchy itchy,2,itchy itchy,-0.4939
5980,Not true to size almost need 2 sizes larger would be flattering if fit right,2,true size need 2 size large flattering fit right,0.765
5981,Great color!,5,great color,0.6249
5982,Very classy look!,5,classy look,0.4404
5983,"Orange color was pretty, poor quality fabric",1,orange color pretty poor quality fabric,0.0258
5984,"Fun ""wintery"" cardi",5,fun wintery cardi,0.5106
5985,Impulse buy,4,impulse buy,0.0
5986,Only jacket received,1,jacket receive,0.0
5987,10 lbs. no thanks!,1,10 lbs thank,0.3612
5988,Poor quality control - extremely cheaply made but extremely comfortable,1,poor quality control   extremely cheaply extremely comfortable,0.1918
5989,Beauty of color with (almost) no hoodie,4,beauty color hoodie,0.5859
5990,Perfect cords! they do run short!,5,perfect cord run short,0.5719
5991,These are the cheapest shorts I’ve ever seen.,1,cheap short ve see,0.0
5992,Felt stuffy in it.,2,feel stuffy,0.0
5993,Where is the slip!?,2,slip,0.0
5994,Way too tight,3,way tight,0.0
5995,Perfect for that weird pregnancy phase...,4,perfect weird pregnancy phase,0.4588
5996,I wanted to like this...,1,want like,0.4215
5997,Good choice for comfort and look,4,good choice comfort look,0.6597
5998,They Fit great but this smell..,3,fit great smell,0.765
5999,Best Jean shorts,5,good jean short,0.4404
6000,Great black dress for all occasions,5,great black dress occasion,0.6249
6001,Pants oversized,3,pant oversize,0.0
6002,Nicely styled with great fabric & pattern,4,nicely style great fabric   pattern,0.7906
6003,Beautiful blouse- does run large,5,beautiful blouse run large,0.5994
6004,If item does not fit you will have to pay to return it.,1,item fit pay return,0.2732
6005,Awkward pockets,4,awkward pocket,-0.1531
6006,Good to right size,4,good right size,0.4404
6007,"nicely made, much too small",2,nicely small,0.4404
6008,Nice suit.  bottom is higher on back,4,nice suit   high,0.4215
6009,Online way different from in person,1,online way different person,0.0
6010,Cheap. The material and shape is very cheap.,1,cheap material shape cheap,0.0
6011,Very cute! The shorts are quite short if you have an athletic build.,4,cute short short athletic build,0.4588
6012,Very acceptable sweater,4,acceptable sweater,0.3182
6013,So disappointed :(,3,disappointed,-0.4767
6014,"Beautiful dress, imperfect fit for me",4,beautiful dress imperfect fit,0.6249
6015,"Promising, but frumpy",2,promising frumpy,0.4019
6016,Pants way to small,1,pant way small,0.0
6017,Disappointed with fit,1,disappoint fit,-0.0516
6018,Great fabric!,5,great fabric,0.6249
6019,Gorgeous but challenging for buxom beauties,4,gorgeous challenge buxom beauty,0.8442
6020,Sleeves is too small,1,sleeve small,0.0
6021,Neckline too high,2,neckline high,0.0
6022,"Great shorts, fit as expected",5,great short fit expect,0.765
6023,Not for busty ladies,3,busty lady,0.0
6024,My new favorite jean!!!,5,new favorite jean,0.4588
6025,"Buy a size larger in the waist, the strangest relaxed fit I've found.",2,buy size large waist strangest relaxed fit ve find,0.6908
6026,Great weekend wear,4,great weekend wear,0.6249
6027,Beautiful fabric and style,4,beautiful fabric style,0.5994
6028,Super cute but embroidery is stiff,4,super cute embroidery stiff,0.7845
6029,Gorgeous but not flattering,3,gorgeous flattering,0.743
6030,A bit noisy,3,bit noisy,-0.1779
6031,"Odd fit, beautiful design but poor execution",1,odd fit beautiful design poor execution,0.25
6032,I'm not there yet,4,m,0.0
6033,It's important to research fully before committing..,2,important research fully commit,0.5095
6034,Fell short of expectations,2,fall short expectation,0.0
6035,Strange shape,2,strange shape,-0.2023
6036,Casual to evening dress,5,casual evening dress,0.2023
6037,Shrink 50% material is so thin it’s see thru,1,shrink 50 material thin,0.0
6038,Great to wear with OVER THE KNEE BOOTS 😁😁😁,4,great wear knee boot,0.6249
6039,do not attempt to hand wash apparently the black runs,5,attempt hand wash apparently black run,0.4939
6040,Always amazing!,5,amazing,0.5859
6041,Such amazing quality!,5,amazing quality,0.5859
6042,Improper description . Not slim fit,1,improper description   slim fit,0.3612
6043,Very blousy but still cute,4,blousy cute,0.4588
6044,Fit is unflattering,2,fit unflattering,0.3612
6045,Not at all like the photo,1,like photo,0.3612
6046,Love blazer but sizing way off,2,love blazer size way,0.6369
6047,"Horrible!! Poor and ugly material, horrible minion color, dont even is a jacket!",1,horrible poor ugly material horrible minion color not jacket,-0.9246
6048,I expected better material,1,expect well material,0.2732
6049,Cute jacket but not good quality,4,cute jacket good quality,0.7096
6050,"Comfy and lightweight, good quality",4,comfy lightweight good quality,0.4404
6051,Nice jacket-shirt. I'm happy with the purchase.,4,nice jacketshirt m happy purchase,0.7579
6052,Wow!!!,5,wow,0.5859
6053,Fabric developed yellowish stains after a few week.,2,fabric develop yellowish stain week,0.0
6054,"Super cute, but itchy!",3,super cute itchy,0.7003
6055,"Washed it once before wear, and the fabric absorbed every piece of lint imaginable.",1,wash wear fabric absorb piece lint imaginable,0.0
6056,"Cut a bit strange, but still love it",4,cut bit strange love,0.3182
6057,Cute but Hot,4,cute hot,0.4588
6058,Quality was not that great.,3,quality great,0.6249
6059,Everyone needs this top!,5,need,0.0
6060,Too transparent,2,transparent,0.0
6061,Pretty & comfortable,4,pretty   comfortable,0.7579
6062,Not for short waisted women,4,short waiste woman,0.0
6063,Constricting,2,constrict,0.0
6064,Fit small,2,fit small,0.3612
6065,Take caution,1,caution,0.0
6066,"Great concept, too roomy, elastic band looks meh",2,great concept roomy elastic band look meh,0.5859
6067,Great products,5,great product,0.6249
6068,Beautiful and timeless,5,beautiful timeless,0.5994
6069,woman's zipper,3,womans zipper,0.0
6070,Great Henley.,4,great henley,0.6249
6071,Want to like it....,3,want like,0.4215
6072,Advertisement,1,advertisement,0.0
6073,Shirt is made very cheap.  This is not a good quality shirt,2,shirt cheap   good quality shirt,0.4404
6074,Beautiful and quirky!,4,beautiful quirky,0.5994
6075,Not at all like picture,1,like picture,0.3612
6076,This will not fit bustier women,2,fit busty woman,0.3612
6077,Lt. wt. wind/rain jacket,5,lt wt windrain jacket,0.0
6078,love the color,5,love color,0.6369
6079,"im 6ft,210 lbs, ordered 2xx, Glad i did, fits very well,",4,m 6ft210 lbs order 2xx glad fit,0.6705
6080,This is a scam product,1,scam product,-0.5719
6081,"Nice boxy shirt, pretty buttons",4,nice boxy shirt pretty button,0.7184
6082,Very Nice looking shirt,4,nice look shirt,0.4215
6083,The length was shorter on me than I usually wear but is a nice comfortable one.,3,length short usually wear nice comfortable,0.7269
6084,Perfect for california winters,5,perfect california winter,0.5719
6085,Flowing and flattering,4,flow flattering,0.3182
6086,Beautifully made - but long!,4,beautifully   long,0.5719
6087,Good Undershirts,5,good undershirt,0.4404
6088,Bad decision,1,bad decision,-0.5423
6089,Great Summer Pajamas,5,great summer pajama,0.6249
6090,XXL is more like XL,1,xxl like xl,0.3612
6091,Perfect fit and weight,5,perfect fit weight,0.7351
6092,Better in real life!,5,well real life,0.2732
6093,This dress is so cheaply made I am sending it back very disappointed,1,dress cheaply send disappointed,-0.4767
6094,Paper thin!,1,paper thin,0.0
6095,"Amazing, versatile shirt",5,amazing versatile shirt,0.5859
6096,Wearing to a wedding,4,wear wedding,0.0
6097,"Tiene buen material, es tipo goma el color es tal cual la foto.",5,tiene buen material es tipo goma el color es tal cual la foto,0.0
6098,Cute and sporty,2,cute sporty,0.4588
6099,Very good quality very good price,4,good quality good price,0.7003
6100,Are you kidding?,3,kid,0.0
6101,What I been looking for,5,look,0.0
6102,"Great idea, mediocre execution",2,great idea mediocre execution,0.6249
6103,Wow piece,5,wow piece,0.5859
6104,Not White,1,white,0.0
6105,Patchwork dress,4,patchwork dress,0.0
6106,Maternity blouse,2,maternity blouse,0.0
6107,Runs long,4,run long,0.0
6108,Best Dress Ever,5,good dress,0.4404
6109,So unflattering....nothing like picture,1,unflatteringnothe like picture,0.3612
6110,Hidden beauty,5,hide beauty,0.4767
6111,Poor,2,poor,-0.4767
6112,Color ran when washed.,2,color run wash,0.0
6113,Amazing everything !!!,5,amazing,0.5859
6114,Wrong item recieved,2,wrong item recieve,-0.4767
6115,Awesome light warm jacket,5,awesome light warm jacket,0.7184
6116,It has good stretch,5,good stretch,0.4404
6117,Good basic t-shirt,4,good basic tshirt,0.4404
6118,Sassy maxi,5,sassy maxi,0.0
6119,The dress looks very elegant on the website,1,dress look elegant website,0.4767
6120,Perfect wedding skirt!,5,perfect wedding skirt,0.5719
6121,Maid of honor dress to be...,4,maid honor dress,0.4939
6122,Like wearing a soft blanket,4,like wear soft blanket,0.3612
6123,Comfortable.  Nice looking.,5,comfortable   nice look,0.7269
6124,Not worth full price!,3,worth price,0.2263
6125,Too Small !,2,small,0.0
6126,My new favorite pullover,5,new favorite pullover,0.4588
6127,My favorite workout leggings,5,favorite workout legging,0.4588
6128,Cannot wait to wear these!,5,wait wear,0.0
6129,Rough static material,1,rough static material,0.0
6130,Too small under the arms,2,small arm,0.0
6131,"Too boxy, pretty material",2,boxy pretty material,0.4939
6132,Not loving the extra stretchy fabric,2,love extra stretchy fabric,0.6369
6133,Too small in chest,5,small chest,0.0
6134,"Lovely, but needs better sizing",4,lovely need well size,0.7096
6135,Love Calvin,5,love calvin,0.6369
6136,Poorly made- button loops break easily I would not purchase,1,poorly button loop break easily purchase,0.34
6137,Fell apart before my eyes,1,fall apart eye,0.0
6138,Perfect Baggy Cardigan for the Fall,5,perfect baggy cardigan fall,0.5719
6139,Needed a suit quickly and this got the job done.,3,need suit quickly get job,0.0
6140,T-shirts Shrank at Least One Size…,2,tshirt shrink size,0.0
6141,"Flattering, quirky shirtdress",4,flattering quirky shirtdress,0.3182
6142,Awesome shirt!,5,awesome shirt,0.6249
6143,"Amazing, but runs sooo small!!",3,amazing run sooo small,0.5859
6144,Not what i expected...,2,expect,0.0
6145,"Love the top, but the armholes!",2,love armhole,0.6369
6146,Defective Product,1,defective product,-0.4404
6147,Great winter jeans,5,great winter jean,0.6249
6148,"Soft and comfortable, fit is about right",4,soft comfortable fit right,0.7003
6149,Love the texture and color,4,love texture color,0.6369
6150,Great for curvy girls,4,great curvy girl,0.6249
6151,Great but not as stretchy as you would think,4,great stretchy think,0.6249
6152,They are nice,4,nice,0.4215
6153,Oddly made,2,oddly,0.0
6154,Great pair of athletic pants.,5,great pair athletic pant,0.6249
6155,50/50,3,5050,0.0
6156,Now i understand,3,understand,0.0
6157,Hole in pocket after only 1 month.,1,hole pocket 1 month,0.0
6158,Fast Fashion Quality at Retail Price,2,fast fashion quality retail price,0.0
6159,Looks cheap.and.no lining. Wanted to return but miss window by 2 days because of death in family.,3,look cheapandno lining want return miss window 2 day death family,-0.6369
6160,Feels like cardboard!,1,feel like cardboard,0.3612
6161,Snug elastic fit,2,snug elastic fit,0.3612
6162,"Disappointed,these are horrible",1,disappointedthese horrible,-0.5423
6163,Gorgeous but falls apart,4,gorgeous fall apart,0.6124
6164,"Very comfortable, but check the seem lines, one of my was crooked.",4,comfortable check line crook,0.5106
6165,"Gorgeous print, but unflattering fit",3,gorgeous print unflattering fit,0.7579
6166,Wide bodied tee,3,wide bodied tee,0.0
6167,"This is a horrible blazer. It delivered to me balled up in a bag, not pure white and too small.",1,horrible blazer deliver ball bag pure white small,-0.5423
6168,"Great shorts, but size up!",4,great short size,0.6249
6169,Disliked,1,dislike,-0.3818
6170,Soooooooo cute,5,soooooooo cute,0.4588
6171,I ordered this and it is WAY to big,2,order way big,0.0
6172,Wish it looked as cute in person,2,wish look cute person,0.6908
6173,Value for.  Moneyyyy.  $rikkgiral,3,value   moneyyyy   rikkgiral,0.34
6174,Great rain Jacket,5,great rain jacket,0.6249
6175,Perfect summer top!,5,perfect summer,0.5719
6176,Please make them in tall sizes,5,tall size,0.0
6177,HUGE THIGHS,1,huge thigh,0.3182
6178,Great jeans.,5,great jean,0.6249
6179,Not for a tall guy,3,tall guy,0.0
6180,A very comfortable hoodie,5,comfortable hoodie,0.5106
6181,Nice bermuda shorts,4,nice bermuda short,0.4215
6182,It’s not quite as long as the blazer that is pictured,3,long blazer picture,0.0
6183,The Shirt was much smaller than I thought it would be.,2,shirt small think,0.0
6184,Fake Levi's,1,fake levis,-0.4767
6185,So cute and soft.,4,cute soft,0.4588
6186,Terrible fabric/poor print,1,terrible fabricpoor print,-0.4767
6187,Secondhand shopping…?,1,secondhand shopping,0.0
6188,"Adorable, but runs tight",4,adorable run tight,0.4939
6189,Vieques shift,1,vieque shift,0.0
6190,Fuzzy,4,fuzzy,0.0
6191,Love this thing :),5,love thing,0.6369
6192,Well-Made,5,wellmade,0.0
6193,Shrinks way too much and didn’t last.,2,shrink way not,0.0
6194,"Quality look, sizing off.",2,quality look size,0.0
6195,Nice pants for the price,4,nice pant price,0.4215
6196,Nice one I like it look good on me,5,nice like look good,0.802
6197,"Not a true white, runs big",4,true white run big,0.4215
6198,its available,5,available,0.0
6199,"Really, really horrible, try again, retailer!",1,horrible try retailer,-0.5423
6200,Brand New!  and has a hole in neck area of sweater,1,brand new   hole neck area sweater,0.0
6201,Much smaller than regular Hanes,1,small regular hane,0.0
6202,"Lightweight, sheer sweater",3,lightweight sheer sweater,0.0
6203,Inconsistent Fit Across Same Silo in this Dress,2,inconsistent fit silo dress,0.3612
6204,Ripped after only being worn 3 times,1,rip wear 3 time,0.0
6205,Small Pockets. Also does not fit large men.,2,small pocket fit large man,0.3612
6206,I look so cute and comfy!,5,look cute comfy,0.4588
6207,Large neck hole,3,large neck hole,0.0
6208,Highlights  good,4,highlight   good,0.6486
6209,I feel stylish!,5,feel stylish,0.0
6210,short length,2,short length,0.0
6211,Pay attention,1,pay attention,-0.1027
6212,La camisa me quedo más holgada y larga de lo que pensé.,4,la camisa quedo más holgada y larga de lo que pensé,0.0
6213,"Jeans muy bonito , largo",3,jean muy bonito   largo,0.0
6214,Fair,3,fair,0.3182
6215,Looks more like pj's instead of a leisure suit.,3,look like pjs instead leisure suit,0.3612
6216,Adorable but small,4,adorable small,0.4939
6217,the pants are seconds. loose threads seams not straight etc.,1,pant second loose thread seam straight etc,-0.1027
